,number,VTD,CD
1296,3089,0007,28
1297,3090,0008,28
1298,3091,0009,28
1299,3092,0010,28
1300,3103,0001A,23
1301,3115,0101,23
1302,3116,0201,23
1303,3117,0301,23
1304,3118,0401,23
1305,3129,2104,35
1306,3130,2105,20
1307,3131,2106,20
1308,3132,2107,20
1309,3133,2108,20
1310,3134,2109,21
1311,3135,2110,20
1312,3136,2111,20
1313,3137,2112,20
1314,3138,2113,21
1315,3139,2114,20
1316,3140,2115,23
1317,3141,2116,21
1318,3142,2117,35
1319,3143,2118,20
1320,3144,2119,20
1321,3145,2120,20
1322,3146,2121,20
1323,3147,2122,20
1324,3148,2123,20
1325,3149,2124,20
1326,3150,2125,20
1327,3151,2126,20
1328,3152,2127,20
1329,3153,2128,20
1330,3154,2129,21
1331,3155,2130,35
1332,3156,2131,21
1333,3157,2132,21
1334,3158,2133,20
1335,3159,2134,20
1336,3160,2135,20
1337,3161,2136,20
1338,3162,2137,20
1339,3163,2138,20
1340,3164,2139,20
1341,3165,2140,20
1342,3166,2141,20
1343,3167,2142,20
1344,3168,2143,20
1345,3169,2144,20
1346,3170,2145,20
1347,3171,2146,20
1348,3172,2147,20
1349,3173,2148,20
1350,3174,2149,21
1351,3175,2150,20
1352,3176,2151,20
1353,3177,2152,35
1354,3178,2153,20
1355,3179,2154,23
1356,3180,2155,20
1357,3181,2156,21
1358,3182,2157,20
1359,3183,2158,23
1360,3184,2159,20
1361,3185,2160,20
1362,3186,2161,20
1363,3187,2162,23
1364,3188,3001,21
1365,3189,3002,20
1366,3190,3003,20
1367,3191,3004,20
1368,3192,3005,23
1369,3193,3006,21
1370,3194,3007,21
1371,3195,3008,20
1372,3196,3009,20
1373,3197,3010,21
1374,3198,3011,21
1375,3199,3012,23
1376,3200,3013,21
1377,3201,3014,20
1378,3202,3015,20
1379,3203,3016,20
1380,3204,3017,23
1381,3205,3018,21
1382,3206,3019,21
1383,3207,3020,21
1384,3208,3021,21
1385,3209,3022,21
1386,3210,3023,20
1387,3211,3024,21
1388,3212,3025,21
1389,3213,3026,21
1390,3214,3027,21
1391,3215,3028,35
1392,3216,3029,20
1393,3217,3030,23
1394,3218,3031,21
1395,3219,3032,20
1396,3220,3033,23
1397,3221,3034,23
1398,3222,3035,20
1399,3223,3036,20
1400,3224,3037,20
1401,3225,3038,20
1402,3226,3039,23
1403,3227,3040,21
1404,3228,3041,21
1405,3229,3042,23
1406,3230,3043,23
1407,3231,3044,21
1408,3232,3045,23
1409,3233,3046,21
1410,3234,3047,21
1411,3235,3048,21
1412,3236,3049,21
1413,3237,3050,21
1414,3238,3051,20
1415,3239,3052,21
1416,3240,3053,21
1417,3241,3054,20
1418,3242,3055,23
1419,3243,3056,20
1420,3244,3057,21
1421,3245,3058,20
1422,3246,3059,21
1423,3247,3060,21
1424,3248,3061,21
1425,3249,3062,21
1426,3250,3063,21
1427,3251,3064,21
1428,3283,0101,15
1429,3284,0102A,15
1430,3285,0102B,15
1431,3286,0103,15
1432,3287,0104,15
1433,3288,0105,15
1434,3289,0106,15
1435,3290,0107,15
1436,3291,0108,15
1437,3292,0109,15
1438,3293,0110,15
1439,3294,0111,15
1440,3295,0112,15
1441,3296,0113,15
1442,3297,0114,15
1443,3298,0115,15
1444,3299,0116,15
1445,3300,0117,15
1446,3301,0118,15
1447,3302,0119,15
1448,3303,0120,15
1449,3304,0121,15
1450,3305,0122,15
1451,3306,0123,15
1452,3307,0124,15
1453,3308,0125,15
1454,3309,0126,15
1455,3310,0127,15
1456,3311,0201,15
1457,3312,0202,15
1458,3313,0203,15
1459,3314,0204,15
1460,3315,0205,15
1461,3316,0206,15
1462,3317,0207,15
1463,3318,0208,15
1464,3319,0209,15
1465,3320,0210,15
1466,3321,0211,15
1467,3322,0212,15
1468,3323,0213,15
1469,3324,0214,15
1470,3325,0215,15
1471,3326,0216,15
1472,3327,0217,15
1473,3328,0218,15
1474,3329,0219,15
1475,3330,0220,15
1476,3331,0221,15
1477,3332,0222,15
1478,3333,0223,15
1479,3334,0224,15
1480,3335,0225,15
1481,3336,0226,15
1482,3337,0301,15
1483,3338,0302,15
1484,3339,0303,15
1485,3340,0304,35
1486,3341,0305,35
1487,3342,0306,15
1488,3343,0401,15
1489,3344,0402,35
1490,3345,0403,15
1491,3346,0404,35
1492,3347,0405,15
1493,3348,0406,15
1494,3349,0407,15
1495,3350,0408,15
1496,3351,0409,15
1497,3352,0410,15
1498,3416,0102,27
1499,3417,0103,27
1500,3418,0201,27
1501,3419,0202,27
1502,3426,0402,27
1503,3445,0205,23
1504,3661,0001,21
1505,3662,0002,21
1506,3663,0003,21
1507,3664,0004,21
1508,3665,0005,21
1509,3666,0006,21
1510,3667,0007,21
1511,3668,0008,21
1512,3669,0009,21
1513,3670,0010,21
1514,3671,0012,21
1515,3672,0013,21
1516,3673,0015,21
1517,3674,0001,23
1518,3675,0002,23
1519,3678,0011,34
1520,3679,0012,34
1521,3680,0021,34
1522,3681,0022,34
1523,3682,0031,34
1524,3683,0032,34
1525,3684,0041,34
1526,3685,0042,34
1527,3686,0043,34
1528,3687,0001,27
1529,3688,0002,27
1530,3689,0003,27
1531,3690,0005,34
1532,3691,0007,27
1533,3692,0008,27
1534,3693,0009,27
1535,3694,0010,34
1536,3695,0011,27
1537,3696,0012,27
1538,3697,0013,34
1539,3698,0014,34
1540,3699,0015,34
1541,3700,04/6,34
1542,3906,0001,15
1543,3907,0002,34
1544,3908,0003,34
1545,3909,0004,34
1546,3910,0005,15
1547,3911,0006,15
1548,3912,0007,15
1549,3913,0008,15
1550,3914,0009,28
1551,3915,0010,28
1552,3916,0011,28
1553,3917,0012,15
1554,3918,0013,15
1555,3919,0014,15
1556,3920,0015,15
1557,3921,0016,15
1558,3922,0017,15
1559,3923,0018,15
1560,3924,0019,15
1561,3925,0020,15
1562,3926,0021,15
1563,3927,0022,15
1564,3928,0023,34
1565,3929,0024,15
1566,3930,0025,15
1567,3931,0026,15
1568,3932,0027,15
1569,3933,0028,28
1570,3934,0029,28
1571,3935,0030,15
1572,3936,0031,15
1573,3937,0032,15
1574,3938,0033,15
1575,3939,0034,15
1576,3940,0035,15
1577,3941,0036,15
1578,3942,0037,15
1579,3943,0038,28
1580,3944,0039,34
1581,3945,0040,34
1582,3946,0041,15
1583,3947,0042,15
1584,3948,0043,15
1585,3949,0044,15
1586,3950,0045,34
1587,3951,0046,15
1588,3952,0047,15
1589,3953,0048,15
1590,3954,0049,15
1591,3955,0050,28
1592,3956,0051,28
1593,3957,0052,15
1594,3958,0053,15
1595,3959,0054,15
1596,3960,0055,34
1597,3961,0056,15
1598,3962,0057,15
1599,3963,0058,15
1600,3964,0059,34
1601,3965,0060,15
1602,3966,0061,15
1603,3967,0062,15
1604,3968,0063,28
1605,3969,0064,28
1606,3970,0065,15
1607,3971,0066,15
1608,3972,0067,15
1609,3973,0068,15
1610,3974,0069,15
1611,3975,0070,15
1612,3976,0071A,34
1613,3977,0071B,34
1614,3978,0072,15
1615,3979,0073,15
1616,3980,0074,15
1617,3981,0075,15
1618,3982,0076,15
1619,3983,0077,34
1620,3984,0078,28
1621,3985,0079,15
1622,3986,0080,28
1623,3987,0081,15
1624,3988,0082,15
1625,3989,0083,15
1626,3990,0084,15
1627,3991,0085,15
1628,3992,0086,28
1629,3993,0087,15
1630,3994,0088,15
1631,3995,0089,15
1632,3996,0267,28
1633,3997,0268,28
1634,3998,0308,28
1635,3999,0309,28
1636,4000,0310,28
1637,4001,0311,28
1638,4002,0312,28
1639,4003,0338,28
1640,4004,0341,28
1641,4005,0342,28
1642,4006,0343,28
1643,4007,0344,28
1644,4008,0349,28
1645,4009,0350,28
1646,4010,0351,28
1647,4011,0356,28
1648,4012,0359,28
1649,4013,0042,34
1650,4014,0361,28
1651,4015,0362,28
1652,4016,0363,28
1653,4017,0401,28
1654,4018,0402,28
1655,4019,0403,28
1656,4020,0404,28
1657,4021,0405,28
1658,4022,0406,28
1659,4023,0407,28
1660,4024,0413,28
1661,4025,0414,28
1662,4026,0416,28
1663,4027,0417,28
1664,4028,0423,28
1665,4029,0446,28
1666,4030,0447,28
1667,4031,0448,28
1668,4032,0453,28
1669,4033,0457,28
1670,4034,0458,28
1671,4035,0465,28
1672,4036,0101A,27
1673,4037,0101B,27
1674,4038,0102,27
1675,4039,0103,27
1676,4040,0201,27
1677,4041,0202,27
1678,4042,0203,27
1679,4043,0301,27
1680,4044,0302,27
1681,4045,0303,27
1682,4046,0401,27
1683,4047,0402,27
1684,4048,0403,27
1685,4121,0001,34
1686,4122,0002A,34
1687,4123,0002B,34
1688,4124,0003,34
1689,4125,0004,34
1690,4126,0005,34
1691,4127,0006,34
1692,4128,0007,34
1693,4129,0008,34
1694,4130,0009,34
1695,4131,0010,34
1696,4132,0011,34
1697,4133,0012,34
1698,4223,0101,28
1699,4224,0102,28
1700,4225,0103,28
1701,4226,0104,28
1702,4227,0205,28
1703,4228,0206,28
1704,4229,0207,28
1705,4230,0208,28
1706,4231,0209,15
1707,4232,0310,28
1708,4233,0311,28
1709,4234,0312,28
1710,4235,0313,28
1711,4236,0414,15
1712,4237,0415,28
1713,4238,0416,28
1714,4239,0101,23
1715,4240,0201,23
1716,4241,0202,23
1717,4242,0301,23
1718,4243,0401,23
1719,4299,0001,23
1720,4300,0002,23
1721,4301,0003,23
1722,4302,0004,23
1723,4303,001A,23
1724,4304,004A,23
1725,4308,0002,27
1726,4322,0010,27
1727,4325,0014,27
1728,4344,0033,27
1729,4596,3065,21
1730,4597,3066,21
1731,4598,3067,21
1732,4599,3068,21
1733,4600,3069,21
1734,4601,3070,23
1735,4602,3071,21
1736,4603,3072,21
1737,4604,3073,21
1738,4605,3074,20
1739,4606,3075,23
1740,4607,3076,23
1741,4608,3077,21
1742,4609,3078,21
1743,4610,3079,21
1744,4611,3080,21
1745,4612,3081,21
1746,4613,3082,21
1747,4614,3083,21
1748,4615,3084,21
1749,4616,3085,21
1750,4617,3086,21
1751,4618,3087,21
1752,4619,3088,21
1753,4620,3089,23
1754,4621,3090,21
1755,4622,3091,21
1756,4623,3092,21
1757,4624,3093,23
1758,4625,3094,23
1759,4626,3095,20
1760,4627,3096A,23
1761,4628,3096B,23
1762,4629,3097,23
1763,4630,3098,20
1764,4631,3099,20
1765,4632,3100,35
1766,4633,3101,20
1767,4634,3102,21
1768,4635,3103,35
1769,4636,3104,21
1770,4637,3105,35
1771,4638,3106,20
1772,4639,3107,20
1773,4640,3108,21
1774,4641,3109,20
1775,4642,3110,35
1776,4643,3111,21
1777,4644,3112,21
1778,4645,3113,20
1779,4646,3114,21
1780,4647,3115,23
1781,4648,3116,20
1782,4649,3117,21
1783,4650,3118,21
1784,4651,3119,21
1785,4652,3120,21
1786,4653,3121,21
1787,4654,3122,21
1788,4655,3123,20
1789,4656,3124,21
1790,4657,3125,23
1791,4658,3126,23
1792,4659,3127,20
1793,4660,3128,23
1794,4661,3129,20
1795,4662,3130,23
1796,4663,3131,20
1797,4664,3132,21
1798,4665,3133,20
1799,4666,3134,20
1800,4667,3135,23
1801,4668,3136,20
1802,4669,3137,21
1803,4670,3138,21
1804,4671,3139,20
1805,4672,3140,20
1806,4673,3141,20
1807,4674,3142,20
1808,4675,3143,20
1809,4676,3144,21
1810,4677,3145,23
1811,4678,3146,20
1812,4679,3147,20
1813,4680,3148,23
1814,4681,3149,20
1815,4682,3150,21
1816,4683,3151,23
1817,4684,3152,20
1818,4685,3153,21
1819,4686,3154,21
1820,4687,3155,20
1821,4688,3156,21
1822,4689,3157,21
1823,4690,3158A,20
1824,4691,3158B,20
1825,4692,3159,35
1826,4693,3160,20
1827,4694,3161,21
1828,4695,3162,20
1829,4696,3163,23
1830,4697,3164,21
1831,4698,3165,21
1832,4699,3166,21
1833,4700,3167,20
1834,4701,3168,20
1835,4702,3169,20
1836,4703,3170,21
1837,4704,3171,21
1838,4705,3172,20
1839,4706,3173,23
1840,4707,3174,23
1841,4708,3175,20
1842,4709,3176,20
1843,4710,3178,21
1844,4711,3179,21
1845,4712,3180,21
1846,4713,3181,21
1847,4714,3182,20
1848,4715,3183,21
1849,4716,3184,23
1850,4717,3185,20
1851,4744,0001,23
1852,4745,0002,23
1853,4746,0003,23
1854,4747,0004,23
1855,4748,0001,23
1856,4749,0002,23
1857,4750,0003,23
1858,4751,0004,23
1859,4756,0001,23
1860,4757,0002,23
1861,4758,0004,23
1862,4759,03-3,23
1863,4760,03-5,23
1864,4840,0101,34
1865,4841,0102,34
1866,4842,0201,34
1867,4843,0202,34
1868,4844,0203,34
1869,4845,0301,34
1870,4846,0302,34
1871,4847,0303,34
1872,4848,0401,34
1873,4849,0402,34
1874,4858,0001,23
1875,4859,0002,23
1876,4860,0003,23
1877,4861,0004,23
1878,4862,0005,23
1879,4863,0006,23
1880,4864,0007,23
1881,4871,0001,15
1882,4872,0002,15
1883,4873,0003,15
1884,4874,0004,15
1885,4875,0005,15
1886,4876,0006,15
1887,4877,0007,15
1888,4878,0008,15
1889,4879,0009,15
1890,4892,0157,23
1891,4951,3186,20
1892,4952,3187,20
1893,4953,3188A,20
1894,4954,3188B,20
1895,4955,3189,20
1896,4956,3190,20
1897,4957,3191,20
1898,4958,4001,35
1899,4959,4002,35
1900,4960,4003,35
1901,4961,4004,35
1902,4962,4005,35
1903,4963,4006,35
1904,4964,4007,21
1905,4965,4008,21
1906,4966,4009,35
1907,4967,4010,35
1908,4968,4011,35
1909,4969,4012,35
1910,4970,4013,35
1911,4971,4014,35
1912,4972,4015,35
1913,4973,4016,35
1914,4974,4017,35
1915,4975,4018,35
1916,4976,4019,35
1917,4977,4020,35
1918,4978,4021,35
1919,4979,4022,35
1920,4980,4023,35
1921,4981,4024,35
1922,4982,4025,35
1923,4983,4026,35
1924,4984,4027,35
1925,4985,4028,35
1926,4986,4029,35
1927,4987,4030,35
1928,4988,4031,35
1929,4989,4032,35
1930,4990,4033,35
1931,4991,4034,23
1932,4992,4035,35
1933,4993,4036,23
1934,4994,4037,35
1935,4995,4038,21
1936,4996,4039,35
1937,4997,4040,35
1938,4998,4041,35
1939,4999,4042,35
1940,5000,4043,35
1941,5001,4044,35
1942,5002,4045,35
1943,5003,4047,35
1944,5004,4048,35
1945,5005,4049,28
1946,5006,4050,28
1947,5007,4051,28
1948,5008,4052,28
1949,5009,4053,28
1950,5010,4054,28
1951,5011,4055,28
1952,5012,4056,28
1953,5013,4057,28
1954,5014,4058,28
1955,5015,4059,28
1956,5016,4060,28
1957,5017,4061,28
1958,5018,4062,23
1959,5019,4063,35
1960,5020,4064,35
1961,5021,4065,35
1962,5022,4066,28
1963,5023,4067,28
1964,5024,4068,28
1965,5025,4069,28
1966,5026,4070,23
1967,5027,4071,28
1968,5028,4072,28
1969,5029,4073,23
1970,5030,4074,28
1971,5031,4075,35
1972,5032,4076,35
1973,5033,4077,23
1974,5034,4078,28
1975,5035,4079,28
1976,5036,4080,35
1977,5037,4081,28
1978,5038,4082,35
1979,5039,4083,35
1980,5040,4084,28
1981,5041,4085,28
1982,5042,4086,28
1983,5043,4087,28
1984,5044,4088,28
1985,5045,4089,28
1986,5046,4090,28
1987,5047,4091,35
1988,5048,4092,28
1989,5049,4093,28
1990,5050,4094,35
1991,5051,4095,35
1992,5052,4096,35
1993,5053,4097,35
1994,5054,4098,35
1995,5055,4099,35
1996,5056,4100,28
1997,5057,4101,28
1998,5058,4102,35
1999,5059,4103,21
2000,5060,4104,35
2001,5061,4105,28
2002,5062,4106,35
2003,5063,4107,28
2004,5064,4108,35
2005,5065,4109,35
2006,5066,4110,35
2007,5067,4111,21
2008,5068,4112,21
2009,5069,4113,28
2010,5070,4114,28
2011,5071,4115,28
2012,5072,4116,28
2013,5199,0109,23
2014,5225,0404,23
2015,5230,0409,23
2016,5232,0001,23
2017,5233,0002,23
2018,5234,0003,23
2019,5235,0004,23
2020,5285,0001,16
2021,5286,0002,16
2022,5287,0003,16
2023,5288,0004,16
2024,5289,0005,16
2025,5290,0006,16
2026,5291,0007,16
2027,5292,0008,16
2028,5293,0009,16
2029,5294,0010,16
2030,5295,0011,16
2031,5296,0012,16
2032,5297,0013,16
2033,5298,0014,16
2034,5299,0015,16
2035,5300,0016,16
2036,5301,0017,16
2037,5302,0018,16
2038,5303,0019,16
2039,5304,0020,16
2040,5305,0021,16
2041,5306,0022,16
2042,5307,0023,16
2043,5308,0024,16
2044,5309,0025,16
2045,5310,0026,16
2046,5311,0027,16
2047,5312,0028,16
2048,5313,0029,16
2049,5314,0030,16
2050,5315,0031,16
2051,5316,0032,16
2052,5317,0033,16
2053,5320,0360,28
2054,5324,0004,23
2055,5369,0001,27
2056,5370,0002,27
2057,5371,0003,27
2058,5372,0004,27
2059,5373,001A,27
2060,5374,004A,27
2061,5394,0001,28
2062,5395,0002,28
2063,5396,0003,28
2064,5397,0004,28
2065,5398,0005,28
2066,5399,0006,28
2067,5400,0007,28
2068,5401,0008,28
2069,5402,0009,28
2070,5403,0010,28
2071,5404,0011,28
2072,5405,0012,28
2073,5406,0013,28
2074,5407,0014,28
2075,5408,0015,28
2076,5409,0016,28
2077,5410,0017,28
2078,5411,0018,28
2079,5417,0001,15
2080,5418,0002,15
2081,5419,0003,15
2082,5420,0004,15
2083,5421,0005,15
2084,5422,0001,34
2085,5423,0002,34
2086,5424,0003,34
2087,5425,0004,34
2088,5426,0005,34
2089,5427,0006,34
2090,5428,0007,34
2091,5429,0008,34
2092,5430,0009,34
2093,5431,0010,34
2094,5432,0011,34
2095,5433,0012,34
2096,5434,0013,34
2097,5435,0014,34
2098,5436,0015,34
2099,5437,0016,34
2100,5438,0017,34
2101,5439,0018,34
2102,5440,0019,34
2103,5441,0020,34
2104,5442,0022,34
2105,5490,0001,15
2106,5491,0002,15
2107,5492,0003,15
2108,5493,0004,15
2109,5494,0005,15
2110,5495,0006,15
2111,5496,0007,15
2112,5497,0008,15
2113,5498,0009,15
2114,5499,0010,15
2115,5500,0011,15
2116,5501,0012,15
2117,5502,0013,15
2118,5503,0014,15
2119,5504,0015,15
2120,5535,0001,34
2121,5536,0002,34
2122,5537,0003,34
2123,5538,0004,34
2124,5539,0005,34
2125,5540,0006,34
2126,5547,0101,21
2127,5548,0107,21
2128,5549,0109,21
2129,5550,0113,21
2130,5551,0118,21
2131,5552,0119,21
2132,5553,0202,21
2133,5554,0211,21
2134,5555,0215,21
2135,5556,0220,21
2136,5557,0303,21
2137,5558,0308,21
2138,5559,0312,21
2139,5560,0314,21
2140,5561,0404,21
2141,5562,0405,21
2142,5563,0406,21
2143,5564,0410,21
2144,5565,0416,21
2145,5566,0417,21
2146,5567,0001,23
2147,5569,0003,23
2148,5572,0007,21
2149,5573,0009,21
2150,5579,0001,23
2151,5580,0002,23
2152,5581,0003,23
2153,5582,0004,23
2154,5583,0011,34
2155,5584,0012,34
2156,5585,0013,34
2157,5586,0014,34
2158,5587,0021,34
2159,5588,0022,34
2160,5589,0023,34
2161,5590,0024,34
2162,5591,0031,34
2163,5592,0032,34
2164,5593,0033,34
2165,5594,0034,34
2166,5595,0035,34
2167,5596,0041,34
2168,5597,0043,34
2169,5598,0044,34
2170,5599,0045,34
2171,5658,0019,28
2172,5659,0020,28
2173,5660,0021,28
2174,5661,0022,28
2175,5662,0023,28
2176,5663,0024,28
2177,5678,0415,27
2178,5687,0101,21
2179,5688,0102,21
2180,5689,0203,21
2181,5690,0204,21
2182,5691,0305,21
2183,5692,0306,21
2184,5693,0407,21
2185,5694,0408,21
2186,5695,0409,21
2187,5696,0410,21
2188,5697,1001,27
2189,5698,1002,27
2190,5699,1003,27
2191,5701,2005,27
2192,5702,2006,27
2193,5703,2007,27
2194,5704,2008,27
2195,5705,2009,27
2196,5708,3012,27
2197,5709,3013,27
2198,5710,3014,27
2199,5711,3015,27
2200,5712,3016,27
2201,5715,4019,27
2202,5722,0001,34
2203,5723,0002,34
2204,5724,0003,34
2205,5725,0004,34
2206,5726,0005,34
2207,5727,0006,34
2208,5728,0008,34
2209,5729,0009,34
2210,5730,0010,34
2211,5731,0011,34
2212,5732,0012,34
2213,5733,0013,34
2214,5734,0014,34
2215,5735,0016,34
2216,5736,0017,34
2217,5737,0018,34
2218,5738,0019,34
2219,5782,0001,23
2220,5783,0002,28
2221,5784,0003,23
2222,5785,0004,23
2223,5786,0005,23
2224,5787,0006,23
2225,5788,003A,28
2226,5789,0001,27
2227,5790,0002,27
2228,5791,0007,27
2229,5792,0008,27
2230,5793,0009,27
2231,5794,0011,27
2232,5795,0012,27
2233,5796,0015,27
2234,5797,0016,27
2235,5798,0017,27
2236,5799,0019,27
2237,5800,0020,27
2238,5801,0023,27
2239,5802,0026,27
2240,5803,0027,27
2241,5804,0029,27
2242,5805,0030,27
2243,5806,0031,27
2244,5807,0032,27
2245,5878,0001,15
2246,5879,0002,15
2247,5880,0003,15
2248,5881,0004,15
2249,5882,0005,15
2250,5883,0006,15
2251,5884,0007,15
2252,5885,0008,15
2253,5886,0009,15
2254,5887,0010,15
2255,5888,0011,15
2256,5889,0012,15
2257,5890,0013,15
2258,5891,0014,15
2259,5892,0101,21
2260,5893,0102,21
2261,5895,0109,21
2262,5900,0410,21
2263,5901,0001,23
2264,5902,0002,23
2265,5903,0003,23
2266,5904,0004,23
2267,5930,0001,28
2268,5931,0003,28
2269,5932,002A,28
2270,5933,002B,28
2271,5934,004A,28
2272,5935,004B,28
2273,5956,0101,21
2274,5959,0405,21
2275,5960,0002,27
2276,5961,0004,27
2277,5962,0005,27
2278,5963,0006,27
2279,5964,0007,27
2280,5965,0008,27
2281,5966,0009,27
2282,5967,0010,27
2283,5968,0012,27
2284,5969,0013,27
2285,5970,001A,27
2286,5971,001B,27
2287,5972,001C,27
2288,5973,001D,27
2289,5974,001E,27
2290,5975,001F,27
2291,5976,003A,27
2292,5977,003B,27
2293,5978,001A,23
2294,5979,001B,23
2295,5980,001C,23
2296,5981,002A,23
2297,5982,002BA,23
2298,5983,002BB,23
2299,5984,002BC,23
2300,5985,002C,23
2301,5986,002D,23
2302,5987,003A,23
2303,5988,003B,23
2304,5989,003C,23
2305,5990,004A,23
2306,5991,004B,23
2307,5992,004C,23
2308,5993,004D,23
2309,5994,001A,23
2310,5995,001B,23
2311,5996,001C,23
2312,5997,001D,23
2313,5998,002A,23
2314,5999,002B,23
2315,6000,002C,23
2316,6001,003A,23
2317,6002,003C,23
2318,6003,003D,23
2319,6004,004A,23
2320,6005,004B,23
2321,6006,004C,23
2322,6009,0003,23
2323,6013,0101A,23
2324,6035,0302,23
2325,6202,0001,23
2326,6203,0002,23
2327,6204,0003,23
2328,6205,0004,23
2329,6206,0005,23
2330,6366,0001,23
2331,6367,0002,23
2332,6368,0004,23
2333,6369,003N,23
2334,6370,003S,23
2335,6419,0001,27
2336,6420,0002,27
2337,6421,0003,27
2338,6422,0004,27
2339,6423,0005,27
2340,6424,0006,27
2341,6425,0007,27
2342,6426,0008,27
2343,6427,0009,27
2344,6434,0090,15
2345,6435,0091,34
2346,6436,0092,15
2347,6437,0093,28
2348,6438,0094,28
2349,6439,0095,15
2350,6440,0096,15
2351,6441,0097A,15
2352,6442,0097B,15
2353,6443,0098,28
2354,6444,0099,15
2355,6445,0100,28
2356,6446,0101,28
2357,6447,0102,28
2358,6448,0103,28
2359,6449,0104,15
2360,6450,0105,15
2361,6451,0106,15
2362,6452,0107,15
2363,6453,0108,15
2364,6454,0109,15
2365,6455,0110,15
2366,6456,0111,34
2367,6457,0112,15
2368,6458,0113,34
2369,6459,0114,34
2370,6460,0115,15
2371,6461,0116,15
2372,6462,0117,34
2373,6463,0118,34
2374,6464,0119,15
2375,6465,0120,34
2376,6466,0121,34
2377,6467,0122,15
2378,6468,0123,34
2379,6469,0124,15
2380,6470,0125,15
2381,6471,0126,15
2382,6472,0127,34
2383,6473,0128,28
2384,6474,0129,15
2385,6475,0130,15
2386,6476,0131,28
2387,6477,0132,15
2388,6478,0133,28
2389,6479,0134,15
2390,6480,0135,15
2391,6481,0136,15
2392,6482,0137,34
2393,6483,0138,15
2394,6484,0139,15
2395,6485,0140,15
2396,6486,0141,15
2397,6487,0142,15
2398,6488,0143,15
2399,6489,0144,15
2400,6490,0145,28
2401,6491,0146,15
2402,6492,0147,15
2403,6493,0148,15
2404,6494,0149,15
2405,6495,0150,15
2406,6496,0151,15
2407,6497,0152,15
2408,6498,0153,15
2409,6499,0154,15
2410,6500,0155,34
2411,6501,0156,34
2412,6502,0157,15
2413,6503,0158,15
2414,6504,0159,15
2415,6505,0160,15
2416,6506,0161,15
2417,6507,0162,15
2418,6508,0163,15
2419,6509,0164,15
2420,6510,0165,15
2421,6511,0166,15
2422,6512,0167,15
2423,6513,0168,15
2424,6514,0169,15
2425,6515,0170,28
2426,6516,0171,34
2427,6517,0172,34
2428,6518,0173,34
2429,6519,0174,34
2430,6520,0175,15
2431,6521,0176,34
2432,6522,0177A,34
2433,6523,0177B,34
2434,6524,0178,34
2435,6525,0179,15
2436,6526,0180,15
2437,6527,0181,15
2438,6528,0182,28
2439,6529,0183,15
2440,6530,0184,15
2441,6531,0185,28
2442,6532,0186,34
2443,6533,0187,28
2444,6534,0188,28
2445,6535,0189,15
2446,6536,0190,15
2447,6537,0191,15
2448,6538,0192,15
2449,6539,0193,15
2450,6540,0194A,28
2451,6541,0194B,28
2452,6542,0194C,28
2453,6543,0194D,28
2454,6544,0195,28
2455,6545,0196,34
2456,6546,0197,28
2457,6547,0198A,28
2458,6548,0198B,28
2459,6549,0198C,28
2460,6550,0198D,28
2461,6551,0198E,28
2462,6552,0198F,28
2463,6553,0199,15
2464,6554,0200,15
2465,6555,0201,15
2466,6658,0406,21
2467,6659,0404,21
2468,6660,0305,21
2469,6661,0304,35
2470,6662,0201,35
2471,6663,0401,21
2472,6664,0303,35
2473,6665,0302,35
2474,6666,0204,21
2475,6855,1024,27
2476,6860,1008,27
2477,6890,1002,27
2478,6904,1068,27
2479,6905,1010,27
2480,7998,0104,21
2481,7999,0301,35
2482,8000,0101,21
2483,8001,0402,21
2484,8002,0403,21
2485,8003,0206,21
2486,8004,0202,35
2487,8005,0405,21
2488,8006,0102,21
2489,8007,0105A,21
2490,8008,0103,21
2491,8009,0205,21
2492,8010,0106,21
2493,8011,0203A,21
2494,8897,0001,28
2495,8898,001A,28
2496,8899,002A,28
2497,8900,001B,28
2498,8901,0003,28
2499,8902,0002,28
2500,8903,0004,28
2501,8904,0105B,21
2502,8905,0203B,21
